Date,ADA-USD_ADJCLOSE,ADA-USD_CLOSE,ADA-USD_HIGH,ADA-USD_LOW,ADA-USD_OPEN,ADA-USD_VOLUME
2021-04-08,1.2194360494613647,1.2194360494613647,1.2237930297851562,1.1731560230255127,1.1761319637298584,2315835365.0
2021-04-09,1.2035399675369265,1.2035399675369265,1.2289799451828003,1.1949310302734375,1.219454050064087,1678933674.0
2021-04-10,1.2187579870224,1.2187579870224,1.2519199848175049,1.1963109970092771,1.2035330533981323,2481275569.0
2021-04-11,1.266734957695007,1.266734957695007,1.292286992073059,1.200775980949402,1.2183589935302734,3636786443.0
2021-04-12,1.3161269426345823,1.3161269426345823,1.3465880155563354,1.2654739618301392,1.2662060260772705,4918248258.0
2021-04-13,1.4117859601974487,1.4117859601974487,1.437677025794983,1.2837929725646973,1.3148950338363647,5896543066.0
2021-04-14,1.4554200172424316,1.4554200172424316,1.5577609539031982,1.3530060052871704,1.4109989404678345,9596107541.0
2021-04-15,1.4815880060195925,1.4815880060195925,1.494799017906189,1.4153929948806765,1.4538040161132812,5337358369.0
2021-04-16,1.4169490337371826,1.4169490337371826,1.5189839601516724,1.339908003807068,1.479627013206482,5692183858.0
2021-04-17,1.3848689794540403,1.3848689794540403,1.456151008605957,1.3680590391159058,1.413843035697937,4058018560.0
2021-04-18,1.275501012802124,1.275501012802124,1.397696018218994,1.098976969718933,1.3861809968948364,7454680286.0
2021-04-19,1.1979589462280271,1.1979589462280271,1.3223869800567627,1.174247980117798,1.2780050039291382,5665978235.0
2021-04-20,1.2659339904785156,1.2659339904785156,1.2806930541992188,1.1306469440460205,1.1946090459823608,4855633658.0
2021-04-21,1.2067350149154663,1.2067350149154663,1.286463975906372,1.200816035270691,1.2677350044250488,4078624182.0
2021-04-22,1.147017002105713,1.147017002105713,1.2774440050125122,1.1175990104675293,1.2039010524749756,4693396293.0
2021-04-23,1.155701994895935,1.155701994895935,1.1655759811401367,0.9352269768714904,1.145823955535889,7196378408.0
2021-04-24,1.101354956626892,1.101354956626892,1.1962840557098389,1.096959948539734,1.158782958984375,3566224272.0
2021-04-25,1.0882500410079956,1.0882500410079956,1.146124005317688,1.0227750539779663,1.1027029752731323,2465672138.0
2021-04-26,1.2340190410614014,1.2340190410614014,1.2498760223388672,1.082105040550232,1.0901859998703003,3201086934.0
2021-04-27,1.306926965713501,1.306926965713501,1.329766035079956,1.224979043006897,1.2375949621200562,2985492683.0
2021-04-28,1.335665941238403,1.335665941238403,1.3481980562210083,1.2352149486541748,1.305966019630432,2981476669.0
2021-04-29,1.3080140352249146,1.3080140352249146,1.4103310108184814,1.2679400444030762,1.3371069431304932,3997566407.0
2021-04-30,1.3524490594863892,1.3524490594863892,1.3690409660339355,1.287837028503418,1.3061959743499756,2691072833.0
2021-05-01,1.3530709743499756,1.3530709743499756,1.367414951324463,1.3190629482269287,1.352431058883667,2030816122.0
2021-05-02,1.3268120288848877,1.3268120288848877,1.3548890352249146,1.295577049255371,1.3514020442962646,1994291746.0
2021-05-03,1.362030029296875,1.362030029296875,1.37978994846344,1.3225270509719849,1.3269380331039429,2398404766.0
2021-05-04,1.274111032485962,1.274111032485962,1.3656810522079468,1.2589290142059326,1.3629390001296997,3342089372.0
2021-05-05,1.4755289554595947,1.4755289554595947,1.4934240579605105,1.260830044746399,1.2709859609603882,4797068103.0
2021-05-06,1.650123953819275,1.650123953819275,1.699504017829895,1.4337999820709229,1.4781099557876587,10679657004.0
2021-05-07,1.65345299243927,1.65345299243927,1.7453290224075315,1.5302289724349976,1.648682951927185,7324573762.0
2021-05-08,1.619554042816162,1.619554042816162,1.6545439958572388,1.5640840530395508,1.6545439958572388,3959173109.0
2021-05-09,1.7705620527267456,1.7705620527267456,1.829795002937317,1.5759979486465454,1.620347023010254,8065503276.0
2021-05-10,1.6446959972381592,1.6446959972381592,1.8226089477539065,1.5293079614639282,1.7660679817199707,6463330466.0
2021-05-11,1.7640769481658936,1.7640769481658936,1.7781120538711548,1.596675992012024,1.6417169570922852,5428571805.0
2021-05-12,1.5527750253677368,1.5527750253677368,1.818941950798035,1.5527750253677368,1.763504981994629,5338469591.0
2021-05-13,1.93366801738739,1.93366801738739,1.9699339866638184,1.505321025848389,1.5684499740600586,14513419581.0
2021-05-14,2.004796028137207,2.004796028137207,2.0421030521392822,1.8171520233154297,1.9272830486297607,7654204713.0
2021-05-15,2.1740269660949707,2.1740269660949707,2.3717520236968994,1.9665240049362185,2.0066239833831787,15517858775.0
2021-05-16,2.309113025665283,2.309113025665283,2.461766004562378,2.013284921646118,2.171433925628662,12524150427.0
2021-05-17,2.032226085662842,2.032226085662842,2.3250019550323486,1.925519943237305,2.300189971923828,11250259740.0
2021-05-18,2.003662109375,2.003662109375,2.1503820419311523,1.979630947113037,2.0281031131744385,6744829200.0
2021-05-19,1.4825210571289062,1.4825210571289062,2.0280919075012207,1.0280309915542605,2.0065839290618896,16313794033.0
2021-05-20,1.8104690313339236,1.8104690313339236,1.9432289600372317,1.3274120092391968,1.4719610214233398,11788522531.0
2021-05-21,1.5522769689559937,1.5522769689559937,1.868630051612854,1.3267760276794434,1.8025939464569087,9055414507.0
2021-05-22,1.463621973991394,1.463621973991394,1.6010199785232544,1.3779430389404297,1.5531129837036133,6572397780.0
2021-05-23,1.325435996055603,1.325435996055603,1.539639949798584,1.0560359954833984,1.4656800031661987,9297651823.0
2021-05-24,1.5494849681854248,1.5494849681854248,1.5979130268096924,1.2703609466552734,1.3162360191345217,7365907636.0
2021-05-25,1.5553690195083618,1.5553690195083618,1.648563027381897,1.439743995666504,1.5503729581832886,5723130829.0
2021-05-26,1.7827019691467283,1.7827019691467283,1.832432985305786,1.554463028907776,1.554463028907776,6638876193.0
2021-05-27,1.645959973335266,1.645959973335266,1.7904770374298096,1.612414002418518,1.781136989593506,4266751905.0
2021-05-28,1.5119869709014893,1.5119869709014893,1.677706956863403,1.452244997024536,1.6506359577178955,5373114660.0
2021-05-29,1.4062319993972778,1.4062319993972778,1.5617409944534302,1.335858941078186,1.5136229991912842,3902596499.0
2021-05-30,1.577278971672058,1.577278971672058,1.6889770030975342,1.3518199920654297,1.404302954673767,4974774760.0
2021-05-31,1.742777943611145,1.742777943611145,1.7506200075149536,1.5272090435028076,1.5756440162658691,4491096277.0
2021-06-01,1.7347530126571655,1.7347530126571655,1.7795909643173218,1.6605490446090698,1.7384469509124756,4123980990.0
2021-06-02,1.7528239488601685,1.7528239488601685,1.8038489818573,1.719254970550537,1.736103057861328,3453620094.0
2021-06-03,1.840471029281616,1.840471029281616,1.8886499404907229,1.7177619934082031,1.7546429634094238,3443770332.0
2021-06-04,1.710908055305481,1.710908055305481,1.848484992980957,1.609734058380127,1.846714973449707,4583062567.0
2021-06-05,1.6590089797973633,1.6590089797973633,1.7831770181655884,1.6117149591445925,1.7099159955978394,2969362191.0
2021-06-06,1.6782480478286743,1.6782480478286743,1.7065240144729614,1.6477019786834717,1.6564610004425049,1748045655.0
2021-06-07,1.564105987548828,1.564105987548828,1.740568995475769,1.5571060180664062,1.677225947380066,2644319967.0
2021-06-08,1.5880299806594849,1.5880299806594849,1.594298005104065,1.4027849435806274,1.5670510530471802,4318242183.0
2021-06-09,1.624825954437256,1.624825954437256,1.6304140090942385,1.485164999961853,1.5834859609603882,3551319865.0
2021-06-10,1.5318570137023926,1.5318570137023926,1.6359729766845703,1.5085779428482056,1.6277780532836914,2366588153.0
2021-06-11,1.436378002166748,1.436378002166748,1.546059012413025,1.4208519458770752,1.533136963844299,2477031735.0
2021-06-12,1.4802199602127075,1.4802199602127075,1.493530035018921,1.358178973197937,1.4377210140228271,2801038421.0
2021-06-13,1.5583590269088743,1.5583590269088743,1.5785130262374878,1.402935028076172,1.4804940223693848,2785909000.0
2021-06-14,1.5751099586486816,1.5751099586486816,1.5927040576934814,1.510411024093628,1.5570189952850342,2543903347.0
2021-06-15,1.597756028175354,1.597756028175354,1.6114009618759155,1.5453829765319824,1.5738699436187744,2553205553.0
2021-06-16,1.4825730323791504,1.4825730323791504,1.5754380226135254,1.475046992301941,1.5565799474716189,2139361752.0
2021-06-17,1.482193946838379,1.482193946838379,1.5384650230407717,1.459475040435791,1.4845579862594604,1731974000.0
2021-06-18,1.415395975112915,1.415395975112915,1.4932329654693604,1.3796730041503906,1.4827890396118164,2128905021.0
2021-06-19,1.390570044517517,1.390570044517517,1.4428770542144775,1.386422038078308,1.4176030158996582,1829155405.0
2021-06-20,1.4291880130767822,1.4291880130767822,1.4603760242462158,1.3089510202407837,1.3874080181121826,2319196952.0
2021-06-21,1.1774799823760986,1.1774799823760986,1.436257004737854,1.1706039905548096,1.427027940750122,3987752749.0
2021-06-22,1.1532540321350098,1.1532540321350098,1.263038992881775,1.0029850006103516,1.175233006477356,5960971784.0
2021-06-23,1.2528959512710571,1.2528959512710571,1.3055609464645386,1.1118940114974976,1.1558040380477903,4931021068.0
2021-06-24,1.3560869693756104,1.3560869693756104,1.398589015007019,1.2068990468978882,1.2514100074768066,3368353999.0
2021-06-25,1.256477952003479,1.256477952003479,1.392683029174805,1.245303988456726,1.359521985054016,4343177013.0
2021-06-26,1.250440001487732,1.250440001487732,1.2913960218429563,1.1985729932785034,1.2543009519577026,3241467640.0
2021-06-27,1.3352019786834717,1.3352019786834717,1.3481680154800415,1.2436779737472534,1.2518270015716553,2371576551.0
2021-06-28,1.3247519731521606,1.3247519731521606,1.3492850065231323,1.3054059743881226,1.3371139764785769,2292440816.0
2021-06-29,1.3684370517730713,1.3684370517730713,1.4199440479278564,1.320304036140442,1.3255130052566528,2589787987.0
2021-06-30,1.383471965789795,1.383471965789795,1.398116946220398,1.2870630025863647,1.3729679584503174,2591116345.0
2021-07-01,1.3356109857559204,1.3356109857559204,1.383813977241516,1.3040740489959717,1.383813977241516,2002167965.0
2021-07-02,1.3943970203399658,1.3943970203399658,1.3943970203399658,1.286607027053833,1.332942008972168,2159409781.0
2021-07-03,1.4068360328674316,1.4068360328674316,1.44171404838562,1.359663963317871,1.394152045249939,2028094099.0
2021-07-04,1.458184003829956,1.458184003829956,1.4937169551849363,1.382153034210205,1.4040080308914185,1806362471.0
2021-07-05,1.4048980474472046,1.4048980474472046,1.4612209796905518,1.3792840242385864,1.4612209796905518,1759460737.0
2021-07-06,1.4180530309677124,1.4180530309677124,1.4568870067596436,1.3932820558547974,1.4047119617462158,1477699691.0
2021-07-07,1.4031180143356323,1.4031180143356323,1.4401129484176636,1.4013270139694214,1.4161529541015625,1349405773.0
2021-07-08,1.3301459550857544,1.3301459550857544,1.4064970016479492,1.3204280138015747,1.4049639701843262,1580104997.0
2021-07-09,1.3494739532470703,1.3494739532470703,1.3715230226516724,1.2885969877243042,1.327267050743103,1566915921.0
2021-07-10,1.3360849618911743,1.3360849618911743,1.364833950996399,1.3205970525741575,1.3507150411605835,1102564201.0
2021-07-11,1.3481450080871582,1.3481450080871582,1.3663510084152222,1.3244340419769287,1.3351720571517944,870305644.0
2021-07-12,1.315099000930786,1.315099000930786,1.3730909824371338,1.2928379774093628,1.34826397895813,1198732016.0
2021-07-13,1.2650829553604126,1.2650829553604126,1.3211239576339722,1.2508009672164917,1.3139729499816897,1243604284.0
2021-07-14,1.2622580528259275,1.2622580528259275,1.2875380516052246,1.2004430294036863,1.2649379968643188,1647061755.0
2021-07-15,1.2231919765472412,1.2231919765472412,1.287742018699646,1.2073960304260254,1.2636940479278564,1637907431.0
2021-07-16,1.1737149953842163,1.1737149953842163,1.2441329956054688,1.1689180135726929,1.2250499725341797,1626548127.0
2021-07-17,1.172302007675171,1.172302007675171,1.1936620473861694,1.152655005455017,1.171584963798523,1487211065.0
2021-07-18,1.183698058128357,1.183698058128357,1.2160309553146362,1.1707760095596311,1.1728509664535522,1354296229.0
2021-07-19,1.121116042137146,1.121116042137146,1.190930962562561,1.1172480583190918,1.1819989681243896,1061358016.0
2021-07-20,1.0562909841537476,1.0562909841537476,1.1346479654312134,1.0214329957962036,1.1227600574493408,1782242052.0
2021-07-21,1.168097972869873,1.168097972869873,1.2211060523986816,1.038182020187378,1.054298996925354,2074843118.0
2021-07-22,1.1861610412597656,1.1861610412597656,1.2066789865493774,1.1521339416503906,1.170251965522766,1494732916.0
2021-07-23,1.206307053565979,1.206307053565979,1.2070330381393433,1.147737979888916,1.1862499713897705,1215895311.0
2021-07-24,1.2334970235824585,1.2334970235824585,1.2479729652404783,1.1990180015563965,1.2070720195770264,1227752700.0
2021-07-25,1.2285009622573853,1.2285009622573853,1.238433003425598,1.1916170120239258,1.2335660457611084,1036357455.0
2021-07-26,1.258492946624756,1.258492946624756,1.3990110158920288,1.224362015724182,1.2287219762802124,3004669560.0
2021-07-27,1.2784459590911863,1.2784459590911863,1.3148030042648315,1.2153600454330444,1.2559280395507812,2145865207.0
2021-07-28,1.2835040092468262,1.2835040092468262,1.3165830373764038,1.2600480318069458,1.280825972557068,1793329178.0
2021-07-29,1.2840839624404907,1.2840839624404907,1.299072027206421,1.2609920501708984,1.2864940166473389,1466954743.0
2021-07-30,1.3089519739151,1.3089519739151,1.3173539638519287,1.2504949569702148,1.285791039466858,1556740433.0
2021-07-31,1.3223450183868408,1.3223450183868408,1.3324029445648191,1.2888599634170532,1.309885025024414,1312376664.0
2021-08-01,1.317729949951172,1.317729949951172,1.3867369890213013,1.3002699613571167,1.319957971572876,1862585305.0
2021-08-02,1.3100680112838743,1.3100680112838743,1.3495689630508425,1.296774983406067,1.3157700300216677,1431593693.0
2021-08-03,1.3650259971618652,1.3650259971618652,1.3827370405197144,1.2631889581680298,1.3093899488449097,2100675041.0
2021-08-04,1.3765640258789062,1.3765640258789062,1.3925390243530271,1.3243659734725952,1.3697830438613892,1899638009.0
2021-08-05,1.386144995689392,1.386144995689392,1.3973150253295898,1.3405200242996216,1.376939058303833,1722512650.0
2021-08-06,1.401785969734192,1.401785969734192,1.424118995666504,1.363698959350586,1.386193037033081,1882912649.0
2021-08-07,1.4706770181655884,1.4706770181655884,1.4845980405807495,1.3967499732971191,1.4025230407714844,2489155525.0
2021-08-08,1.4278299808502195,1.4278299808502195,1.4942729473114014,1.4086250066757202,1.4730969667434692,1977739378.0
2021-08-09,1.4776400327682495,1.4776400327682495,1.4985640048980713,1.394436001777649,1.4266170263290403,1821319632.0
2021-08-10,1.672566056251526,1.672566056251526,1.6995749473571775,1.458569049835205,1.4752620458602903,3460499377.0
2021-08-11,1.7980380058288574,1.7980380058288574,1.894405961036682,1.6706609725952148,1.6779489517211914,6144078169.0
2021-08-12,1.823878049850464,1.823878049850464,1.866757035255432,1.6841249465942385,1.7958029508590698,5590812297.0
2021-08-13,2.1360790729522705,2.1360790729522705,2.145925998687744,1.828374028205872,1.832759976387024,7661020085.0
2021-08-14,2.1916871070861816,2.1916871070861816,2.250360012054444,2.093592882156372,2.13828706741333,7965959274.0
2021-08-15,2.169152975082397,2.169152975082397,2.2484309673309326,2.0395619869232178,2.1898961067199707,5964077684.0
2021-08-16,2.079416990280152,2.079416990280152,2.1954500675201416,2.051723957061768,2.16786789894104,4479074279.0
2021-08-17,1.9266010522842407,1.9266010522842407,2.1410460472106934,1.9127540588378904,2.072314977645874,3862425430.0
2021-08-18,2.108560085296631,2.108560085296631,2.1612889766693115,1.8876750469207764,1.924479961395264,4919304569.0
2021-08-19,2.428139925003052,2.428139925003052,2.449876070022583,2.047940969467163,2.105524063110352,8287149082.0
2021-08-20,2.4577019214630127,2.4577019214630127,2.5752758979797363,2.3786120414733887,2.4377949237823486,8323304733.0
2021-08-21,2.4354350566864014,2.4354350566864014,2.52898907661438,2.387615919113159,2.457214117050171,4710945373.0
2021-08-22,2.7137250900268555,2.7137250900268555,2.7186119556427,2.433664083480835,2.436861991882324,6726764969.0
2021-08-23,2.917386054992676,2.917386054992676,2.967397928237915,2.693826913833618,2.708616018295288,9761269047.0
2021-08-24,2.7210910320281982,2.7210910320281982,2.9474029541015625,2.5983190536499023,2.9200379848480225,9395142433.0
2021-08-25,2.7381319999694824,2.7381319999694824,2.79599404335022,2.6087958812713623,2.7256290912628174,6920886097.0
2021-08-26,2.53552794456482,2.53552794456482,2.783461093902588,2.4737660884857178,2.741166114807129,6555135612.0
2021-08-27,2.944196939468384,2.944196939468384,2.9444470405578613,2.4986989498138428,2.5317718982696533,8077144313.0
2021-08-28,2.847490072250366,2.847490072250366,2.9486749172210693,2.7824740409851074,2.947338104248047,5503772825.0
2021-08-29,2.8559861183166504,2.8559861183166504,2.9362521171569824,2.7303359508514404,2.8500289916992188,5290685515.0
2021-08-30,2.7331600189208984,2.7331600189208984,2.885241985321045,2.724317073822021,2.850740909576416,5221151798.0
2021-08-31,2.772475004196167,2.772475004196167,2.877877950668335,2.7064731121063232,2.7376410961151123,5085983512.0
2021-09-01,2.870767116546631,2.870767116546631,2.902614116668701,2.726326942443848,2.769947052001953,4652638822.0
2021-09-02,2.963438034057617,2.963438034057617,3.099185943603516,2.8397810459136963,2.869750022888184,7376031836.0
2021-09-03,2.9682390689849854,2.9682390689849854,3.0294361114501958,2.9076058864593506,2.959315061569214,5244576777.0
2021-09-04,2.8328070640563965,2.8328070640563965,2.9663898944854736,2.8102059364318848,2.9663898944854736,4675923261.0
2021-09-05,2.9108240604400635,2.9108240604400635,2.9549710750579834,2.826376914978028,2.8314249515533447,4259327908.0
2021-09-06,2.831897020339966,2.831897020339966,2.926229953765869,2.804008960723877,2.911581039428711,4625766871.0
2021-09-07,2.502490997314453,2.502490997314453,2.87251091003418,2.0409529209136963,2.8328070640563965,11700337851.0
2021-09-08,2.4749889373779297,2.4749889373779297,2.564513921737671,2.2115089893341064,2.506859064102173,8032727286.0
2021-09-09,2.5176661014556885,2.5176661014556885,2.62105393409729,2.3870849609375,2.406712055206299,6031548418.0
2021-09-10,2.385910987854004,2.385910987854004,2.5856709480285645,2.302802085876465,2.5176661014556885,6130460769.0
2021-09-11,2.6339499950408936,2.6339499950408936,2.796061992645264,2.375493049621582,2.385185956954956,8670619500.0
2021-09-12,2.5817270278930664,2.5817270278930664,2.7831029891967773,2.511184930801392,2.641340970993042,8111330870.0
2021-09-13,2.400662899017334,2.400662899017334,2.5902810096740723,2.315687894821167,2.582777976989746,6214066598.0
2021-09-14,2.395637989044189,2.395637989044189,2.432490110397339,2.3280189037323,2.403186082839966,3934706576.0
2021-09-15,2.5016350746154785,2.5016350746154785,2.578295946121216,2.364346981048584,2.397331953048706,4185888557.0
2021-09-16,2.420969009399414,2.420969009399414,2.512983083724976,2.383594036102295,2.5038890838623047,3323103389.0
2021-09-17,2.346419095993042,2.346419095993042,2.4417150020599365,2.326709985733032,2.4184389114379883,2448833581.0
2021-09-18,2.3699779510498047,2.3699779510498047,2.435802936553955,2.313549041748047,2.347429037094116,2118771218.0
2021-09-19,2.282299041748047,2.282299041748047,2.3918709754943848,2.2654149532318115,2.369956016540528,2224777431.0
2021-09-20,2.0639889240264893,2.0639889240264893,2.289793014526367,1.989418029785156,2.283437967300415,5935941714.0
2021-09-21,1.9870280027389529,1.9870280027389529,2.2245380878448486,1.9232800006866453,2.0797719955444336,6063428617.0
2021-09-22,2.266181945800781,2.266181945800781,2.266181945800781,1.970945954322815,1.9842660427093504,4876595304.0
2021-09-23,2.330940961837769,2.330940961837769,2.3445630073547363,2.183468103408813,2.259690999984741,3463572829.0
2021-09-24,2.281269073486328,2.281269073486328,2.3449859619140625,2.077399015426636,2.3290059566497803,6064304812.0
2021-09-25,2.3015410900115967,2.3015410900115967,2.4581079483032227,2.2411859035491943,2.27939510345459,6081076538.0
2021-09-26,2.2084949016571045,2.2084949016571045,2.302443027496338,2.153531074523926,2.302443027496338,4143032820.0
2021-09-27,2.1359050273895264,2.1359050273895264,2.271560907363892,2.133971929550171,2.212038040161133,2990138100.0
2021-09-28,2.039139032363892,2.039139032363892,2.172157049179077,2.0300419330596924,2.133217096328736,3092923646.0
2021-09-29,2.065687894821167,2.065687894821167,2.144665002822876,2.023026943206787,2.039015054702759,2869486117.0
2021-09-30,2.1144518852233887,2.1144518852233887,2.1340770721435547,2.0534539222717285,2.066589117050171,2621620164.0
2021-10-01,2.258126974105835,2.258126974105835,2.2740020751953125,2.0962560176849365,2.116249084472656,3235813427.0
2021-10-02,2.2514588832855225,2.2514588832855225,2.32041597366333,2.195434093475342,2.254530906677246,2911039833.0
2021-10-03,2.252872943878174,2.252872943878174,2.307574987411499,2.223881959915161,2.249316930770874,2331706759.0
2021-10-04,2.189234972000122,2.189234972000122,2.253159046173096,2.155800104141236,2.251847982406616,2249001043.0
2021-10-05,2.233124017715454,2.233124017715454,2.256643056869507,2.18156099319458,2.189177989959717,2090074822.0
2021-10-06,2.212155103683472,2.212155103683472,2.2500269412994385,2.1168758869171143,2.2330870628356934,2719301133.0
2021-10-07,2.2769949436187744,2.2769949436187744,2.3696560859680176,2.153611898422241,2.21003794670105,3265277489.0
2021-10-08,2.237175941467285,2.237175941467285,2.3091769218444824,2.223705053329468,2.2779829502105717,1977478611.0
2021-10-09,2.2666149139404297,2.2666149139404297,2.297456979751587,2.221574068069458,2.234527111053467,1953066446.0
2021-10-10,2.197213888168335,2.197213888168335,2.276211977005005,2.174144983291626,2.2672879695892334,2036732421.0
2021-10-11,2.173388957977295,2.173388957977295,2.2493550777435303,2.122025966644287,2.1919069290161133,2386202338.0
2021-10-12,2.119189977645874,2.119189977645874,2.173574924468994,2.0755839347839355,2.173525094985962,3467823586.0
2021-10-13,2.189053058624268,2.189053058624268,2.196760892868042,2.0895650386810303,2.1193768978118896,3088601173.0
2021-10-14,2.170362949371338,2.170362949371338,2.221946954727173,2.1588668823242188,2.1872479915618896,2171800205.0
2021-10-15,2.214651107788086,2.214651107788086,2.2405691146850586,2.1391348838806152,2.172977924346924,3419909583.0
2021-10-16,2.177712917327881,2.177712917327881,2.247747898101806,2.171731948852539,2.215553998947144,2415050040.0
2021-10-17,2.1569631099700928,2.1569631099700928,2.1876749992370605,2.096560001373291,2.1776371002197266,2044782419.0
2021-10-18,2.128262996673584,2.128262996673584,2.1698899269104004,2.10994291305542,2.1578330993652344,2594342479.0
2021-10-19,2.112962007522583,2.112962007522583,2.155571937561035,2.0966060161590576,2.1282129287719727,3071082063.0
2021-10-20,2.1859500408172607,2.1859500408172607,2.206167936325073,2.09511399269104,2.1113030910491943,3023618047.0
2021-10-21,2.1365909576416016,2.1365909576416016,2.296410083770752,2.1347100734710693,2.189640045166016,3967007331.0
2021-10-22,2.1541988849639893,2.1541988849639893,2.208739995956421,2.1334190368652344,2.1375129222869877,2785878320.0
2021-10-23,2.1668150424957275,2.1668150424957275,2.174762964248657,2.134751081466675,2.156006097793579,2115938187.0
2021-10-24,2.1234350204467773,2.1234350204467773,2.16968297958374,2.095418930053711,2.166815996170044,2188895748.0
2021-10-25,2.144066095352173,2.144066095352173,2.1762518882751465,2.1156508922576904,2.1198010444641118,2398064828.0
2021-10-26,2.138777017593384,2.138777017593384,2.1995890140533447,2.1289820671081543,2.143915891647339,2803084142.0
2021-10-27,1.9132369756698608,1.9132369756698608,2.154366970062256,1.8334200382232664,2.1378579139709477,5058404282.0
2021-10-28,1.9882190227508545,1.9882190227508545,2.054593086242676,1.910781025886536,1.912248015403748,4494724914.0
2021-10-29,2.0121870040893555,2.0121870040893555,2.044696092605591,1.982498049736023,1.9874130487442017,2884450462.0
2021-10-30,1.9574220180511477,1.9574220180511477,2.0169949531555176,1.9323920011520384,2.01220703125,2313950989.0
2021-10-31,1.9650260210037231,1.9650260210037231,2.0222361087799072,1.9230539798736568,1.955862045288086,2446176744.0
2021-11-01,1.9500019550323489,1.9500019550323489,2.0153160095214844,1.9179600477218628,1.9649620056152344,2649338831.0
2021-11-02,1.9713770151138303,1.9713770151138303,1.9965399503707888,1.9348269701004028,1.949818015098572,2459979881.0
2021-11-03,2.0637009143829346,2.0637009143829346,2.1446259021759038,1.950845003128052,1.971403956413269,4722705987.0
2021-11-04,1.9848819971084597,1.9848819971084597,2.100965976715088,1.9564030170440676,2.064558982849121,3301214469.0
2021-11-05,1.9862060546875,1.9862060546875,2.018975019454956,1.9636679887771609,1.9847450256347656,2274851985.0
2021-11-06,2.0066089630126958,2.0066089630126958,2.039940118789673,1.946815013885498,1.985306024551392,1883049324.0
2021-11-07,2.021872043609619,2.021872043609619,2.0361669063568115,1.978158950805664,2.006963014602661,1871914235.0
2021-11-08,2.124418973922729,2.124418973922729,2.138434886932373,2.011635065078736,2.0219459533691406,3157370460.0
2021-11-09,2.2734830379486084,2.2734830379486084,2.3759140968322754,2.107469081878662,2.126183032989502,7356647142.0
2021-11-10,2.101802110671997,2.101802110671997,2.3595221042633057,1.9446020126342771,2.2689220905303955,6436473948.0
2021-11-11,2.085524082183838,2.085524082183838,2.1525309085845947,2.0635640621185303,2.101768970489502,3597674965.0
2021-11-12,2.045766115188598,2.045766115188598,2.102993965148926,1.994117021560669,2.0822250843048096,2818140241.0
2021-11-13,2.0531039237976074,2.0531039237976074,2.079476118087769,2.023658037185669,2.0461909770965576,2022529448.0
2021-11-14,2.0408530235290527,2.0408530235290527,2.07004189491272,2.0120699405670166,2.0521020889282227,1527465250.0
2021-11-15,2.015587091445923,2.015587091445923,2.094681978225708,2.0148110389709477,2.041248083114624,1411134707.0
2021-11-16,1.877235054969788,1.877235054969788,2.0211470127105717,1.7864739894866943,2.0211470127105717,3400794601.0
2021-11-17,1.875540018081665,1.875540018081665,1.8933180570602417,1.8052970170974727,1.8778079748153689,2869765024.0
2021-11-18,1.7883310317993164,1.7883310317993164,1.9085129499435425,1.7108639478683472,1.876270055770874,2511854943.0
2021-11-19,1.8647929430007932,1.8647929430007932,1.8944250345230105,1.7566230297088623,1.7872250080108645,1897885322.0
2021-11-20,1.921736001968384,1.921736001968384,1.9559149742126465,1.8606250286102293,1.8646399974823,1632660169.0
2021-11-21,1.839763045310974,1.839763045310974,1.9228689670562744,1.8363319635391235,1.9228689670562744,1252654509.0
2021-11-22,1.7765549421310425,1.7765549421310425,1.839810967445373,1.7598299980163574,1.838291049003601,1581033619.0
2021-11-23,1.7505029439926147,1.7505029439926147,1.8176300525665283,1.7451269626617432,1.7782829999923706,1765447419.0
2021-11-24,1.6864229440689087,1.6864229440689087,1.7523880004882812,1.594202995300293,1.7512459754943848,1983587289.0
2021-11-25,1.6513450145721436,1.6513450145721436,1.7488670349121094,1.6208850145339966,1.667261004447937,3072612884.0
2021-11-26,1.5284199714660645,1.5284199714660645,1.685439944267273,1.50204598903656,1.6763880252838137,3011271612.0
2021-11-27,1.5461180210113523,1.5461180210113523,1.585798978805542,1.5319570302963257,1.5319570302963257,1560548721.0
2021-11-28,1.5928549766540527,1.5928549766540527,1.5985089540481567,1.4336179494857788,1.546671986579895,2236244253.0
2021-11-29,1.6025079488754272,1.6025079488754272,1.6361479759216309,1.5599180459976196,1.59450101852417,1801591216.0
2021-11-30,1.5549030303955078,1.5549030303955078,1.6284029483795166,1.5498429536819458,1.6021020412445068,1814169292.0
2021-12-01,1.547713041305542,1.547713041305542,1.6223880052566528,1.5345619916915894,1.552819013595581,1666236481.0
2021-12-02,1.715366005897522,1.715366005897522,1.756862998008728,1.521644949913025,1.5477060079574585,3716108059.0
2021-12-03,1.5565550327301023,1.5565550327301023,1.7285089492797852,1.5325640439987185,1.7207189798355105,2675040145.0
2021-12-04,1.420706033706665,1.420706033706665,1.55861496925354,1.205124020576477,1.558385968208313,4076290725.0
2021-12-05,1.3781050443649292,1.3781050443649292,1.4365730285644531,1.2905490398406982,1.4206089973449707,3034823821.0
2021-12-06,1.425392985343933,1.425392985343933,1.43899405002594,1.2578680515289309,1.3791890144348145,2642050277.0
2021-12-07,1.3819409608840942,1.3819409608840942,1.4775480031967163,1.3705519437789917,1.4231890439987185,2210387832.0
