Date,LINK-USD_ADJCLOSE,LINK-USD_CLOSE,LINK-USD_HIGH,LINK-USD_LOW,LINK-USD_OPEN,LINK-USD_VOLUME
2021-03-12,28.461523056030277,28.461523056030277,30.357812881469727,27.858810424804688,30.084863662719727,1435032009.0
2021-03-13,29.779226303100582,29.779226303100582,30.534563064575195,27.11136245727539,28.459606170654297,1739486182.0
2021-03-14,28.789424896240234,28.789424896240234,30.13971710205078,28.603076934814453,29.771163940429688,1062176149.0
2021-03-15,27.491762161254883,27.491762161254883,29.384750366210938,26.904203414916992,28.770273208618164,1557817115.0
2021-03-16,27.91741943359375,27.91741943359375,28.13727569580078,26.50393295288086,27.490459442138672,1213205843.0
2021-03-17,31.0097599029541,31.0097599029541,31.212373733520508,27.42863273620605,27.919166564941406,2339727784.0
2021-03-18,29.504812240600582,29.504812240600582,31.29309463500977,29.17744445800781,31.00084686279297,1427732613.0
2021-03-19,29.909875869750977,29.909875869750977,30.521860122680664,28.88075065612793,29.493976593017575,1116478173.0
2021-03-20,29.676925659179688,29.676925659179688,31.48211479187012,29.676925659179688,29.90140151977539,1199973273.0
2021-03-21,29.272838592529297,29.272838592529297,30.143035888671875,28.73392868041992,29.68050765991211,969809465.0
2021-03-22,27.398113250732425,27.398113250732425,29.42911720275879,27.39396095275879,29.27885055541992,1083074169.0
2021-03-23,26.915058135986328,26.915058135986328,27.99405860900879,26.759180068969727,27.386091232299805,1124961035.0
2021-03-24,25.053884506225582,25.053884506225582,27.89529609680176,24.26139068603516,26.905611038208008,1401912784.0
2021-03-25,25.696287155151367,25.696287155151367,26.63407516479492,24.61804962158203,25.02586555480957,1351900684.0
2021-03-26,27.401567459106445,27.401567459106445,27.458890914916992,25.456321716308597,25.688573837280277,1139989327.0
2021-03-27,26.87954330444336,26.87954330444336,27.50557327270508,26.082782745361328,27.40023803710937,783605885.0
2021-03-28,26.69699478149414,26.69699478149414,27.684080123901367,26.23177528381348,26.880783081054688,804341769.0
2021-03-29,28.052568435668945,28.052568435668945,28.521728515625,26.47917938232422,26.698057174682617,1122700330.0
2021-03-30,27.90404891967773,27.90404891967773,28.5733585357666,27.68008804321289,28.051759719848636,923736996.0
2021-03-31,29.351137161254883,29.351137161254883,29.351137161254883,26.68514060974121,27.90324592590332,1419202876.0
2021-04-01,30.23321914672852,30.23321914672852,31.190813064575195,29.38402557373047,29.38402557373047,1814724171.0
2021-04-02,32.53324890136719,32.53324890136719,32.6786003112793,29.728731155395508,30.21860122680664,1564647602.0
2021-04-03,29.534889221191406,29.534889221191406,33.22390365600586,29.49326515197754,32.53227996826172,1713670580.0
2021-04-04,30.9572811126709,30.9572811126709,31.589675903320312,29.261474609375,29.52741432189941,1148273070.0
2021-04-05,32.39665603637695,32.39665603637695,32.63180923461914,30.01063537597656,30.959606170654297,1463086928.0
2021-04-06,34.79787826538086,34.79787826538086,34.952613830566406,31.395437240600582,32.421634674072266,2839348208.0
2021-04-07,31.17518424987793,31.17518424987793,35.11281204223633,30.28915405273437,34.79106140136719,2513971688.0
2021-04-08,32.74489974975586,32.74489974975586,32.8676872253418,31.04911422729492,31.200307846069336,1227213106.0
2021-04-09,31.63246726989746,31.63246726989746,33.2801628112793,31.29725456237793,32.74325942993164,1021522189.0
2021-04-10,31.89926147460937,31.89926147460937,33.03373718261719,31.054616928100582,31.62818717956543,1054977271.0
2021-04-11,33.91918182373047,33.91918182373047,34.423831939697266,31.76835060119629,31.905027389526367,1365984051.0
2021-04-12,33.10542678833008,33.10542678833008,34.1560173034668,31.936511993408203,33.94459533691406,1169762437.0
2021-04-13,35.456634521484375,35.456634521484375,35.87331771850586,32.43425750732422,33.086727142333984,1775182127.0
2021-04-14,41.423709869384766,41.423709869384766,42.02860641479492,35.124141693115234,35.492862701416016,3821675577.0
2021-04-15,42.7531623840332,42.7531623840332,44.40056610107422,39.80783081054688,41.343017578125,3655212066.0
2021-04-16,42.10155487060547,42.10155487060547,43.18880081176758,38.75537490844727,42.61618041992188,3017897774.0
2021-04-17,40.372066497802734,40.372066497802734,44.06838607788086,40.31354141235352,42.08270263671875,2183873341.0
2021-04-18,39.06591033935547,39.06591033935547,40.75344467163086,30.279163360595703,40.40381240844727,4447232523.0
2021-04-19,35.8793830871582,35.8793830871582,41.922481536865234,34.96240234375,39.11829376220703,3408804481.0
2021-04-20,38.95063400268555,38.95063400268555,39.30816268920898,33.388206481933594,35.71250915527344,3207615683.0
2021-04-21,36.43635940551758,36.43635940551758,39.450904846191406,35.97854232788086,38.99762344360352,2055648964.0
2021-04-22,35.23340606689453,35.23340606689453,40.7403564453125,33.948368072509766,36.26982498168945,3244017655.0
2021-04-23,35.05847930908203,35.05847930908203,35.904380798339844,30.316686630249023,35.202728271484375,3600828195.0
2021-04-24,31.12519836425781,31.12519836425781,35.264617919921875,31.059839248657227,35.147560119628906,1642552575.0
2021-04-25,31.540620803833008,31.540620803833008,33.400840759277344,30.01256561279297,31.219703674316406,1348819867.0
2021-04-26,35.135986328125,35.135986328125,35.259735107421875,31.41604232788086,31.661457061767575,1676434079.0
2021-04-27,36.808067321777344,36.808067321777344,37.60102081298828,34.51911926269531,35.13705062866211,1599200378.0
2021-04-28,36.2208366394043,36.2208366394043,37.75439834594727,34.979305267333984,36.78950119018555,1471169508.0
2021-04-29,36.44501876831055,36.44501876831055,37.35780334472656,35.06061935424805,36.24348068237305,1371222859.0
2021-04-30,38.12850570678711,38.12850570678711,38.74304962158203,35.85038757324219,36.453426361083984,1478967959.0
2021-05-01,41.11626052856445,41.11626052856445,41.20891189575195,37.59159851074219,38.1241569519043,1635368353.0
2021-05-02,39.50485610961914,39.50485610961914,41.42184066772461,38.742431640625,41.23520278930664,1469982885.0
2021-05-03,42.05980682373047,42.05980682373047,42.6722297668457,39.2883186340332,39.47294998168945,1842337157.0
2021-05-04,45.68613815307617,45.68613815307617,48.522003173828125,38.9644660949707,42.05381774902344,5428570251.0
2021-05-05,49.42929458618164,49.42929458618164,51.17319488525391,44.95347213745117,45.509521484375,4918560956.0
2021-05-06,47.127403259277344,47.127403259277344,49.77671813964844,45.55928421020508,49.54652404785156,2972637925.0
2021-05-07,49.31119918823242,49.31119918823242,51.911563873291016,45.77369689941406,47.13862609863281,3471006689.0
2021-05-08,48.60890579223633,48.60890579223633,50.22362518310547,46.72921752929688,49.158050537109375,2167384860.0
2021-05-09,52.19869613647461,52.19869613647461,52.34251022338867,46.25537109375,48.62021255493164,3032923002.0
2021-05-10,46.46869659423828,46.46869659423828,52.8760871887207,41.21952819824219,52.24768829345703,3626979218.0
2021-05-11,48.754764556884766,48.754764556884766,48.82730102539063,44.69875717163086,46.31553268432617,2581226882.0
2021-05-12,41.03371047973633,41.03371047973633,49.789947509765625,41.03371047973633,48.84071731567383,2464290551.0
2021-05-13,43.0898323059082,43.0898323059082,44.91990280151367,39.617897033691406,41.67519760131836,3419085326.0
2021-05-14,46.54690170288086,46.54690170288086,47.722412109375,42.98478698730469,43.23229598999024,2249865292.0
2021-05-15,41.498313903808594,41.498313903808594,47.79107284545898,41.10024642944336,46.54793167114258,2721945963.0
2021-05-16,40.73714828491211,40.73714828491211,44.614105224609375,37.96208572387695,41.42467880249024,2323419857.0
2021-05-17,37.19443893432617,37.19443893432617,40.69570159912109,35.244754791259766,40.69570159912109,2528181082.0
2021-05-18,42.54531478881836,42.54531478881836,44.68650817871094,36.79647445678711,37.10203170776367,2918047922.0
2021-05-19,26.70195960998535,26.70195960998535,43.50236511230469,21.2677059173584,42.6378288269043,5200872150.0
2021-05-20,30.78122901916504,30.78122901916504,33.00528335571289,22.650379180908203,26.327194213867188,3689669181.0
2021-05-21,25.577577590942383,25.577577590942383,31.99160385131836,22.12149429321289,30.68316650390625,2821780834.0
2021-05-22,23.29215812683105,23.29215812683105,26.21168327331543,22.397274017333984,25.60400390625,2086100617.0
2021-05-23,20.008373260498047,20.008373260498047,24.390321731567383,15.088672637939451,23.32520294189453,3660888535.0
2021-05-24,26.36295890808105,26.36295890808105,26.42417526245117,19.7928524017334,19.87452888488769,3012097212.0
2021-05-25,27.629838943481445,27.629838943481445,27.629838943481445,23.782350540161133,26.3704833984375,2430723622.0
2021-05-26,33.9848747253418,33.9848747253418,34.2037353515625,26.897708892822266,27.54781150817871,3238551222.0
2021-05-27,31.51471328735352,31.51471328735352,35.344085693359375,30.16031837463379,33.978294372558594,3009160091.0
2021-05-28,27.95169258117676,27.95169258117676,32.17008590698242,26.94420623779297,31.6575927734375,3119953263.0
2021-05-29,25.39863967895508,25.39863967895508,29.605016708374023,24.157730102539062,27.91115951538086,2160750314.0
2021-05-30,26.86960220336914,26.86960220336914,29.05959129333496,23.83534240722656,25.363481521606445,2131449890.0
2021-05-31,32.088584899902344,32.088584899902344,32.088584899902344,25.611696243286133,26.83411026000977,2610739303.0
2021-06-01,30.699012756347656,30.699012756347656,32.628273010253906,29.164270401000977,32.116851806640625,1987644783.0
2021-06-02,30.65630149841309,30.65630149841309,32.1135368347168,29.693010330200195,30.720298767089844,1436895951.0
2021-06-03,32.19055938720703,32.19055938720703,32.86845779418945,30.132158279418945,30.692737579345703,1438073374.0
2021-06-04,28.87575340270996,28.87575340270996,32.2041015625,27.320810317993164,32.2041015625,2066403597.0
2021-06-05,27.12679672241211,27.12679672241211,30.15237236022949,26.117586135864254,28.851757049560547,1471383889.0
2021-06-06,27.551576614379883,27.551576614379883,28.1376953125,26.84964942932129,27.132959365844727,844390913.0
2021-06-07,24.527210235595703,24.527210235595703,28.694122314453125,24.337968826293945,27.54482650756836,1350784356.0
2021-06-08,24.174898147583008,24.174898147583008,25.09441947937012,21.44936180114746,24.5931396484375,1934263191.0
2021-06-09,25.5693416595459,25.5693416595459,25.63924217224121,22.518564224243164,24.10690689086914,1648653604.0
2021-06-10,23.100679397583008,23.100679397583008,25.74319267272949,22.810510635375977,25.589344024658203,1193159733.0
2021-06-11,21.478967666625977,21.478967666625977,23.36752700805664,21.038066864013672,23.119199752807617,1088965649.0
2021-06-12,21.686546325683597,21.686546325683597,22.29399681091309,20.05019760131836,21.48279190063477,1247246126.0
2021-06-13,23.33760070800781,23.33760070800781,23.85005187988281,20.4605712890625,21.69763946533203,1327698302.0
2021-06-14,23.860898971557617,23.860898971557617,25.208833694458008,22.93352508544922,23.317707061767575,1329108017.0
2021-06-15,26.084226608276367,26.084226608276367,26.43587684631348,24.46428108215332,25.468372344970703,1606249957.0
2021-06-16,23.015077590942383,23.015077590942383,24.633604049682617,22.925233840942383,24.504098892211918,1151075162.0
2021-06-17,23.35679054260254,23.35679054260254,24.433029174804688,22.860382080078125,23.034704208374023,863470684.0
2021-06-18,21.211151123046875,21.211151123046875,23.39497375488281,20.61688232421875,23.39165306091309,1115868666.0
2021-06-19,20.423982620239254,20.423982620239254,21.941312789916992,20.293960571289062,21.24921417236328,800704738.0
2021-06-20,21.73541641235352,21.73541641235352,22.059295654296875,19.147449493408203,20.325836181640625,1081292352.0
2021-06-21,17.424097061157227,17.424097061157227,21.849557876586918,17.014158248901367,21.66712951660156,1950854619.0
2021-06-22,16.80649185180664,16.80649185180664,18.756935119628903,15.032353401184082,17.384540557861328,2148014388.0
2021-06-23,18.38720321655273,18.38720321655273,19.147214889526367,16.207231521606445,16.840993881225586,1526785668.0
2021-06-24,19.037357330322266,19.037357330322266,19.504133224487305,17.385278701782227,18.39155387878418,905107228.0
2021-06-25,16.930967330932617,16.930967330932617,19.47256851196289,16.83509635925293,19.051490783691406,1099374748.0
2021-06-26,16.95522117614746,16.95522117614746,17.4854679107666,15.957305908203123,16.897558212280273,956999857.0
2021-06-27,18.344139099121094,18.344139099121094,18.36748504638672,16.628080368041992,16.969867706298828,805522371.0
2021-06-28,18.773988723754883,18.773988723754883,19.406272888183597,17.931026458740234,18.38165664672852,925374430.0
2021-06-29,19.460010528564453,19.460010528564453,20.533748626708984,18.764087677001957,18.811012268066406,957886998.0
2021-06-30,19.49723625183105,19.49723625183105,19.762561798095703,18.1796989440918,19.52372932434082,941628359.0
2021-07-01,18.273292541503903,18.273292541503903,19.49896812438965,17.644155502319336,19.49896812438965,779093195.0
2021-07-02,18.28356170654297,18.28356170654297,18.52025604248047,17.30550193786621,18.22066879272461,686541946.0
2021-07-03,18.538818359375,18.538818359375,18.88600349426269,17.898075103759766,18.285457611083984,509076297.0
2021-07-04,19.26283836364746,19.26283836364746,19.894502639770508,18.02895736694336,18.548805236816406,680268075.0
2021-07-05,18.37158966064453,18.37158966064453,19.24689102172852,17.81475257873535,19.24689102172852,698619085.0
2021-07-06,20.08046531677246,20.08046531677246,20.240997314453125,18.35187721252441,18.35187721252441,1156986405.0
2021-07-07,19.76412773132324,19.76412773132324,21.22763061523437,19.64340591430664,20.09146881103516,1110848445.0
2021-07-08,18.42205047607422,18.42205047607422,19.867691040039062,18.166824340820312,19.80890464782715,1058203545.0
2021-07-09,18.63038444519043,18.63038444519043,18.85863876342773,17.6376953125,18.36031723022461,816330237.0
2021-07-10,18.207788467407227,18.207788467407227,18.95939826965332,17.78170394897461,18.651853561401367,661114024.0
2021-07-11,18.36396789550781,18.36396789550781,18.57308578491211,17.88303565979004,18.20570182800293,497212243.0
2021-07-12,17.55035400390625,17.55035400390625,18.599475860595703,17.165828704833984,18.36590576171875,594714863.0
2021-07-13,16.866161346435547,16.866161346435547,17.760448455810547,16.694175720214844,17.535228729248047,538263708.0
2021-07-14,16.945682525634766,16.945682525634766,17.40691375732422,16.039546966552734,16.869373321533203,681837334.0
2021-07-15,15.681652069091797,15.681652069091797,17.22502326965332,15.543466567993164,16.938697814941406,740493636.0
2021-07-16,15.26286506652832,15.26286506652832,16.321998596191406,15.17061710357666,15.74685287475586,680392108.0
2021-07-17,15.360055923461914,15.360055923461914,15.638663291931152,15.049382209777832,15.242046356201172,677124647.0
2021-07-18,15.502411842346191,15.502411842346191,16.057231903076172,15.197690963745115,15.363485336303713,574546105.0
2021-07-19,14.509061813354492,14.509061813354492,15.598388671875,14.432014465332031,15.486978530883787,670510020.0
2021-07-20,13.775897026062012,13.775897026062012,14.746977806091309,13.422879219055176,14.530746459960938,800914402.0
2021-07-21,15.268477439880373,15.268477439880373,15.767757415771484,13.474334716796877,13.747906684875488,918763868.0
2021-07-22,16.085718154907227,16.085718154907227,16.144622802734375,15.00634765625,15.290892601013184,754697839.0
2021-07-23,16.51156234741211,16.51156234741211,16.563308715820312,15.266669273376465,16.0893497467041,681005827.0
2021-07-24,16.70583152770996,16.70583152770996,17.133996963500977,16.344289779663086,16.500450134277344,727986313.0
2021-07-25,16.759658813476562,16.759658813476562,17.0526123046875,16.188705444335938,16.698148727416992,662123046.0
2021-07-26,18.08965301513672,18.08965301513672,19.94782257080078,16.689613342285156,16.75834083557129,1715187654.0
2021-07-27,19.4996337890625,19.4996337890625,19.582033157348636,17.625606536865234,18.05086326599121,1093556431.0
2021-07-28,19.0302734375,19.0302734375,19.986303329467773,18.644123077392575,19.52266502380371,1052448400.0
2021-07-29,19.345849990844727,19.345849990844727,19.459217071533203,18.638521194458008,19.081388473510746,683047916.0
2021-07-30,22.315961837768555,22.315961837768555,22.64957427978516,18.87271499633789,19.377670288085938,1784301053.0
2021-07-31,22.75370216369629,22.75370216369629,23.331911087036133,21.28620147705078,22.264617919921875,1206821084.0
2021-08-01,22.12683868408203,22.12683868408203,23.91910743713379,21.833097457885746,22.679584503173828,1289766472.0
2021-08-02,23.480348587036133,23.480348587036133,23.95513343811035,21.42210960388184,22.08708381652832,1205839586.0
2021-08-03,23.875957489013672,23.875957489013672,24.3566837310791,22.1583194732666,23.493396759033203,1505866474.0
2021-08-04,24.188875198364254,24.188875198364254,24.97098731994629,22.90483283996582,23.94451904296875,1301126744.0
2021-08-05,24.05049514770508,24.05049514770508,24.331344604492188,22.56277084350586,24.195911407470703,1221315372.0
2021-08-06,23.85933494567871,23.85933494567871,24.36640930175781,23.106555938720703,24.061424255371094,1229062846.0
2021-08-07,24.63165283203125,24.63165283203125,25.09908866882324,23.643022537231445,23.88467788696289,1160693889.0
2021-08-08,23.04560852050781,23.04560852050781,24.90596389770508,22.6098747253418,24.684465408325195,1001659430.0
2021-08-09,24.28724670410156,24.28724670410156,24.66028213500977,22.093862533569336,23.04239845275879,1065311842.0
2021-08-10,24.566286087036133,24.566286087036133,25.477703094482425,23.787742614746094,24.223100662231445,1130326992.0
2021-08-11,25.9465389251709,25.9465389251709,27.318159103393555,24.46961975097656,24.54694938659668,1497841555.0
2021-08-12,24.917234420776367,24.917234420776367,26.886777877807617,24.146345138549805,25.94180679321289,1230756534.0
2021-08-13,27.733137130737305,27.733137130737305,27.75890350341797,24.734994888305664,24.972097396850582,1144930390.0
2021-08-14,27.15542221069336,27.15542221069336,27.93221092224121,26.50299453735352,27.74058723449707,1130955982.0
2021-08-15,27.90401268005371,27.90401268005371,27.974796295166016,25.950136184692383,27.16084289550781,1030808400.0
2021-08-16,28.084339141845703,28.084339141845703,30.47988510131836,27.70220947265625,27.918773651123047,1983160447.0
2021-08-17,26.15813636779785,26.15813636779785,30.25987434387207,25.95461845397949,27.966819763183597,1914250031.0
2021-08-18,25.512895584106445,25.512895584106445,26.89016342163086,25.005725860595703,26.151649475097656,1595189412.0
2021-08-19,27.064760208129883,27.064760208129883,27.064817428588867,24.534896850585938,25.371936798095703,1598899266.0
2021-08-20,28.70184135437012,28.70184135437012,28.979713439941406,26.70717430114746,27.060466766357425,1751490161.0
2021-08-21,27.861591339111328,27.861591339111328,29.15736961364746,27.672607421875,28.700586318969727,1455243796.0
2021-08-22,28.022817611694336,28.022817611694336,28.643653869628903,26.903682708740234,27.86555290222168,1408718304.0
2021-08-23,28.554101943969727,28.554101943969727,29.300949096679688,27.831138610839844,28.010875701904297,1598569817.0
2021-08-24,25.752197265625,25.752197265625,28.922616958618164,25.74034881591797,28.59506225585937,1613899032.0
2021-08-25,26.520479202270508,26.520479202270508,26.844497680664062,25.38345718383789,25.75829315185547,1415094740.0
2021-08-26,24.426326751708984,24.426326751708984,26.93655586242676,24.04070854187012,26.62656021118164,1311934435.0
2021-08-27,26.018299102783203,26.018299102783203,26.12194061279297,24.03255844116211,24.417001724243164,1210853844.0
2021-08-28,25.72908973693848,25.72908973693848,26.18497467041016,25.39835357666016,26.05641365051269,723391379.0
2021-08-29,25.813661575317383,25.813661575317383,26.570941925048828,25.21503257751465,25.739999771118164,806571295.0
2021-08-30,24.980934143066406,24.980934143066406,26.493799209594727,24.41466522216797,25.80489921569824,1007561616.0
2021-08-31,26.750707626342773,26.750707626342773,27.48295211791992,24.73932647705078,25.02507781982422,1589683012.0
2021-09-01,29.73518180847168,29.73518180847168,29.73518180847168,26.132543563842773,26.738431930541992,1847068364.0
2021-09-02,29.98524475097656,29.98524475097656,30.86711883544922,28.78672790527344,29.75444793701172,1639033323.0
2021-09-03,30.78426551818848,30.78426551818848,31.674488067626957,29.068960189819336,29.97003173828125,1643428629.0
2021-09-04,29.897823333740234,29.897823333740234,31.171709060668945,29.47340583801269,30.75564193725586,1159289898.0
2021-09-05,33.5034294128418,33.5034294128418,33.5034294128418,29.58090591430664,29.901952743530277,1590082788.0
2021-09-06,34.78485870361328,34.78485870361328,36.278076171875,32.81916427612305,33.55744171142578,2570028656.0
2021-09-07,28.11425018310547,28.11425018310547,35.337554931640625,24.154762268066406,34.80436706542969,4040870040.0
2021-09-08,27.15100860595703,27.15100860595703,29.14653587341309,25.277299880981445,28.13745880126953,2585516285.0
2021-09-09,27.978628158569336,27.978628158569336,30.077606201171875,26.52749252319336,26.64719009399414,2031066692.0
2021-09-10,26.387523651123047,26.387523651123047,29.514617919921875,25.736425399780277,27.99806785583496,1946136767.0
2021-09-11,27.041149139404297,27.041149139404297,27.65158462524414,26.319040298461918,26.370698928833008,1166180450.0
2021-09-12,29.379243850708008,29.379243850708008,29.692262649536133,26.435869216918945,27.03956794738769,1462168959.0
2021-09-13,26.918481826782227,26.918481826782227,29.899314880371094,25.26575469970703,29.45827865600586,2255860309.0
2021-09-14,30.74616432189941,30.74616432189941,30.74616432189941,26.780527114868164,26.963563919067383,2022844880.0
2021-09-15,30.779600143432617,30.779600143432617,31.43668556213379,29.685476303100582,30.82306671142578,1966187057.0
2021-09-16,29.82655143737793,29.82655143737793,32.08250427246094,29.09073638916016,30.68868637084961,1803464603.0
2021-09-17,27.69459724426269,27.69459724426269,30.11134147644043,27.42317771911621,29.819482803344727,1433695398.0
2021-09-18,28.39057731628418,28.39057731628418,29.447355270385746,27.41591453552246,27.69526481628418,1042938776.0
2021-09-19,27.39574813842773,27.39574813842773,28.732501983642575,26.98116683959961,28.37195587158203,879401513.0
2021-09-20,23.43109893798828,23.43109893798828,27.42399787902832,23.16737365722656,27.41705322265625,1886071779.0
2021-09-21,21.432621002197266,21.432621002197266,24.33446502685547,20.98163414001465,23.56163215637207,1778536991.0
2021-09-22,24.493072509765625,24.493072509765625,24.494504928588867,21.06086540222168,21.403839111328125,1389451521.0
2021-09-23,25.45398330688477,25.45398330688477,25.489669799804688,23.43412399291992,24.47455406188965,1217369814.0
2021-09-24,23.280738830566406,23.280738830566406,25.505033493041992,21.479660034179688,25.43442726135254,1642781332.0
2021-09-25,24.52366065979004,24.52366065979004,24.7224178314209,22.115114212036133,23.27182388305664,1343113784.0
2021-09-26,24.602155685424805,24.602155685424805,25.38898658752441,22.432241439819336,24.542102813720703,1923140692.0
2021-09-27,23.06629753112793,23.06629753112793,25.43740463256836,23.005184173583984,24.658180236816406,1068472473.0
2021-09-28,22.101900100708008,22.101900100708008,23.741060256958008,22.024333953857425,23.029098510742188,1022623443.0
2021-09-29,22.880529403686523,22.880529403686523,23.8889102935791,22.043354034423828,22.128995895385746,1000762987.0
2021-09-30,23.98634910583496,23.98634910583496,24.383441925048828,22.73482131958008,22.87994766235352,957760691.0
2021-10-01,26.297439575195312,26.297439575195312,26.61781311035156,23.614091873168945,24.005281448364254,1269326500.0
2021-10-02,26.94674301147461,26.94674301147461,27.800233840942383,25.85490608215332,26.317596435546875,1069727997.0
2021-10-03,27.55904006958008,27.55904006958008,28.15077781677246,26.556833267211918,26.92365455627441,962924866.0
2021-10-04,26.559356689453125,26.559356689453125,27.651256561279297,25.70303726196289,27.56717109680176,1000028043.0
2021-10-05,27.24262809753418,27.24262809753418,27.452245712280277,26.296201705932617,26.59714126586914,923894408.0
2021-10-06,26.83726692199707,26.83726692199707,28.15734100341797,25.26749610900879,27.24243927001953,1266748826.0
2021-10-07,26.83403587341309,26.83403587341309,27.64962577819824,25.94074440002441,26.805044174194336,1161243659.0
2021-10-08,26.40096092224121,26.40096092224121,27.43194007873535,26.20125389099121,26.824756622314453,907071603.0
2021-10-09,27.417076110839844,27.417076110839844,27.82310104370117,26.131357192993164,26.35573387145996,901974700.0
2021-10-10,25.648935317993164,25.648935317993164,27.44688415527344,25.52294540405273,27.43339729309082,766870491.0
2021-10-11,25.25881576538086,25.25881576538086,26.723255157470703,24.675758361816406,25.59434509277344,857342207.0
2021-10-12,24.623647689819336,24.623647689819336,25.25246810913086,23.568866729736328,25.25142478942871,1034956366.0
2021-10-13,25.61174964904785,25.61174964904785,25.61174964904785,24.212310791015625,24.6435546875,1072082751.0
2021-10-14,26.647485733032227,26.647485733032227,27.79987907409668,25.42472648620605,25.640514373779297,1375952551.0
2021-10-15,26.94454574584961,26.94454574584961,27.338594436645508,26.028905868530277,26.721534729003903,1233296734.0
2021-10-16,27.228479385375977,27.228479385375977,28.598087310791016,26.955415725708008,26.982397079467773,1125841874.0
2021-10-17,26.54088592529297,26.54088592529297,27.59567642211914,25.66957092285156,27.217609405517575,780641105.0
2021-10-18,25.70457649230957,25.70457649230957,26.732147216796875,25.29838180541992,26.55027961730957,774571489.0
2021-10-19,25.936241149902344,25.936241149902344,26.25593376159668,25.405818939208984,25.7224178314209,688010725.0
2021-10-20,27.419164657592773,27.419164657592773,27.626245498657227,25.885156631469727,25.927059173583984,1188806763.0
2021-10-21,28.268346786499023,28.268346786499023,29.2020206451416,27.32406044006348,27.47498893737793,1635486783.0
2021-10-22,28.661046981811523,28.661046981811523,29.999345779418945,28.167055130004883,28.27750968933105,1363344487.0
2021-10-23,31.45980834960937,31.45980834960937,31.45980834960937,28.35071182250977,28.6616268157959,1452562680.0
2021-10-24,29.770856857299805,29.770856857299805,31.535463333129883,28.76253318786621,31.439424514770508,1032101965.0
2021-10-25,32.46010971069336,32.46010971069336,32.90234375,29.54215812683105,29.72087287902832,1527370027.0
2021-10-26,32.503047943115234,32.503047943115234,33.785301208496094,31.34704971313477,32.371097564697266,1466770168.0
2021-10-27,28.88567352294922,28.88567352294922,33.89748764038086,28.086034774780277,32.53081512451172,2193969162.0
2021-10-28,30.22704696655273,30.22704696655273,30.833911895751957,28.72759246826172,28.874521255493164,1545343088.0
2021-10-29,30.93483161926269,30.93483161926269,31.95136833190918,30.012399673461918,30.21907615661621,1182578925.0
2021-10-30,29.78166961669922,29.78166961669922,31.10163688659668,29.31349372863769,30.91552352905273,838279040.0
2021-10-31,29.98500633239746,29.98500633239746,30.59032821655273,28.7630558013916,29.79422378540039,879077591.0
2021-11-01,31.56523704528809,31.56523704528809,31.87141227722168,29.208276748657227,30.002561569213867,1143381018.0
2021-11-02,32.265533447265625,32.265533447265625,32.49629592895508,31.04390335083008,31.685039520263672,1026698067.0
2021-11-03,31.99086570739746,31.99086570739746,32.79161071777344,30.673015594482425,32.2655143737793,1115161872.0
2021-11-04,31.02092933654785,31.02092933654785,32.10152816772461,30.289691925048828,31.971288681030277,896897821.0
2021-11-05,32.917903900146484,32.917903900146484,33.69630432128906,30.725059509277344,31.02764320373535,1516148850.0
2021-11-06,32.083438873291016,32.083438873291016,33.22043991088867,30.807950973510746,32.92768859863281,1023488282.0
2021-11-07,32.34956359863281,32.34956359863281,32.61743927001953,31.7766056060791,32.08906173706055,703297413.0
2021-11-08,34.47759246826172,34.47759246826172,34.80741500854492,32.26546859741211,32.3597526550293,1362690316.0
2021-11-09,33.85927200317383,33.85927200317383,35.6214599609375,33.55655288696289,34.46771240234375,1325328702.0
2021-11-10,34.34270477294922,34.34270477294922,38.1613883972168,32.11244583129883,33.82305145263672,2719351718.0
2021-11-11,34.8371696472168,34.8371696472168,36.9344367980957,33.49994659423828,34.33991622924805,1920816252.0
2021-11-12,34.26552200317383,34.26552200317383,35.45466232299805,32.75325393676758,34.75007247924805,1492228342.0
2021-11-13,34.0648307800293,34.0648307800293,34.56132888793945,33.21662902832031,34.2847900390625,789581582.0
2021-11-14,33.77658462524414,33.77658462524414,34.415771484375,32.55973052978516,34.03425598144531,693178394.0
2021-11-15,32.0107536315918,32.0107536315918,34.509891510009766,32.0107536315918,33.764930725097656,828524194.0
2021-11-16,29.225008010864254,29.225008010864254,32.1033821105957,28.177249908447266,32.1033821105957,1712138414.0
2021-11-17,29.19304847717285,29.19304847717285,29.715818405151367,28.16440200805664,29.209863662719727,1087871482.0
2021-11-18,26.525693893432617,26.525693893432617,29.69279670715332,25.95633888244629,29.20041847229004,1164181259.0
2021-11-19,28.29111671447754,28.29111671447754,28.85319709777832,26.155597686767575,26.525697708129883,962308251.0
2021-11-20,28.334068298339844,28.334068298339844,28.74301528930664,27.27271842956543,28.297513961791992,796198889.0
2021-11-21,29.03616142272949,29.03616142272949,29.28593063354492,27.7321720123291,28.37046432495117,788167849.0
2021-11-22,26.75899124145508,26.75899124145508,29.099523544311523,26.350961685180664,29.06560516357422,910918972.0
2021-11-23,26.93367576599121,26.93367576599121,27.54949951171875,26.257051467895508,26.785951614379883,856504533.0
2021-11-24,26.259172439575195,26.259172439575195,27.169527053833008,25.20462226867676,26.95874786376953,839707098.0
2021-11-25,26.18510627746582,26.18510627746582,27.5596923828125,25.382614135742188,25.60611343383789,920707661.0
